LocationName,DiabetesRate,FoodAccessScore,State,County,Pop2010,Urban,MedianFamilyIncome,TractSeniorsRate,TractWhiteRate,TractBlackRate,TractAsianRate,TractNHOPIRate,TractAIANRate,TractHispanicRate,PovertyRatePerc,GroupQuarters
17031806202,0.092,1,Illinois,Cook County,4550,1,69116.0,0.2821978021978022,0.8791208791208791,0.022197802197802197,0.052967032967032965,0.0,0.002197802197802198,0.07824175824175825,0.106,0.0
17031814500,0.10400000000000001,2,Illinois,Cook County,4978,1,68795.0,0.11852149457613499,0.6173161912414624,0.019485737243873043,0.007231820008035355,0.0024106066693451184,0.005825632784250703,0.7744073925271193,0.031,0.0364
17031824005,0.07200000000000001,2,Illinois,Cook County,5539,1,136233.0,0.11590539808629717,0.9582957212493229,0.004513450081242101,0.015706806282722512,0.0003610760064993681,0.0016248420292471566,0.05289763495215743,0.046,0.0
17031814000,0.105,0,Illinois,Cook County,4746,1,46523.0,0.06131479140328698,0.5254951538137379,0.03076274757690687,0.008006742520016857,0.00021070375052675939,0.00990307627475769,0.8706278971765697,0.13,0.0002
17031823801,0.08800000000000001,0,Illinois,Cook County,5716,0,124208.0,0.21396081175647305,0.9368439468159552,0.005248425472358292,0.034289713086074175,0.0003498950314905528,0.0010496850944716584,0.05335899230230931,0.045,0.0019
17031805501,0.081,1,Illinois,Cook County,3400,1,135568.0,0.18058823529411766,0.9426470588235294,0.003235294117647059,0.03176470588235294,0.0,0.0002941176470588235,0.04411764705882353,0.084,0.011200000000000002
17031812200,0.076,1,Illinois,Cook County,3942,1,236544.0,0.11694571283612379,0.7902080162354135,0.1293759512937595,0.040081177067478435,0.0,0.00076103500761035,0.04819888381532217,0.03,0.019299999999999998
17031812400,0.07,1,Illinois,Cook County,3491,1,217386.0,0.1031223145230593,0.8607848753938699,0.07161271841879117,0.03265539959896878,0.0,0.0014322543683758235,0.03924376969349756,0.042,0.0223
17031824107,0.09300000000000001,2,Illinois,Cook County,6493,1,90956.0,0.23702448791005698,0.9120591406129678,0.012628985060834746,0.04266132758355152,0.0,0.0006160480517480363,0.06699522562759895,0.02,0.0015
17031801603,0.107,1,Illinois,Cook County,3855,1,52476.0,0.17639429312581065,0.6064850843060959,0.034241245136186774,0.2964980544747082,0.0012970168612191958,0.0010376134889753567,0.08560311284046693,0.193,0.0361
17031690900,0.175,0,Illinois,Cook County,4520,1,57734.0,0.12234513274336282,0.002654867256637168,0.9754424778761062,0.0008849557522123894,0.0,0.005309734513274336,0.007964601769911504,0.358,0.0
17031730600,0.191,1,Illinois,Cook County,3614,1,48810.0,0.20420586607636967,0.00996126175982291,0.972606530160487,0.0002767017155506364,0.0011068068622025456,0.0024903154399557276,0.01466519092418373,0.307,0.0011
17031809700,0.09699999999999999,0,Illinois,Cook County,3649,1,92868.0,0.10057550013702385,0.45163058372156756,0.35324746505892024,0.028226911482597972,0.0,0.003288572211564812,0.2154014798574952,0.046,0.0
17031661000,0.168,0,Illinois,Cook County,5706,1,41123.0,0.09831756046267087,0.046617595513494564,0.8948475289169295,0.004206098843322818,0.0,0.004206098843322818,0.07430774623203645,0.259,0.0
17031810301,0.11199999999999999,1,Illinois,Cook County,4002,1,93438.0,0.14742628685657172,0.46551724137931033,0.33983008495752126,0.053973013493253376,0.0002498750624687656,0.0024987506246876563,0.19165417291354322,0.126,0.026000000000000002
17031720200,0.107,1,Illinois,Cook County,4016,1,92349.0,0.11354581673306773,0.3976593625498008,0.5585159362549801,0.0047310756972111555,0.000249003984063745,0.004482071713147411,0.04133466135458167,0.1,0.0025
17031691300,0.183,0,Illinois,Cook County,2448,1,57500.0,0.18831699346405228,0.008986928104575163,0.9730392156862745,0.0004084967320261438,0.0,0.0024509803921568627,0.017565359477124183,0.242,0.0
17031802200,0.077,1,Illinois,Cook County,4410,1,171250.0,0.20068027210884354,0.9342403628117913,0.0045351473922902496,0.041043083900226755,0.0,0.0018140589569160999,0.03378684807256236,0.023,0.0
17031800600,0.069,2,Illinois,Cook County,2400,1,250001.0,0.13625,0.97625,0.0025,0.01375,0.0,0.0,0.015,0.043,0.0
17031805109,0.095,1,Illinois,Cook County,4359,1,97037.0,0.21633402156457904,0.8827712778160128,0.013305804083505391,0.08511126405138793,0.0,0.0,0.041523285157146136,0.087,0.0
17031809100,0.07200000000000001,1,Illinois,Cook County,3387,1,161563.0,0.1715382344257455,0.8937112488928255,0.040153528196043696,0.03513433717153824,0.000590493061706525,0.0008857395925597874,0.02243873634484795,0.039,0.0089
17031821300,0.114,0,Illinois,Cook County,5519,1,49209.0,0.08334843268708099,0.35803587606450443,0.3071208552273963,0.0023554991846348977,0.0,0.006341728574017032,0.5044392100018119,0.153,0.0007000000000000001
17031730400,0.172,1,Illinois,Cook County,3514,1,82857.0,0.21030165054069436,0.010813887307911212,0.9701195219123506,0.0,0.0,0.0005691519635742744,0.012521343198634035,0.13,0.0031
17031807400,0.1,0,Illinois,Cook County,6518,1,54464.0,0.12012887388769561,0.5636698373734275,0.08852408714329549,0.2390303774163854,0.0,0.0033752684872660325,0.11890150352868978,0.132,0.0021
17031820502,0.11,1,Illinois,Cook County,5150,1,64707.0,0.17339805825242718,0.8328155339805825,0.05262135922330097,0.02524271844660194,0.0001941747572815534,0.0013592233009708738,0.16213592233009708,0.134,0.0821
17031810000,0.053,1,Illinois,Cook County,4896,1,145357.0,0.09068627450980392,0.8112745098039216,0.05841503267973856,0.06944444444444445,0.0006127450980392157,0.002042483660130719,0.05473856209150327,0.073,0.0025
17031222500,0.07200000000000001,0,Illinois,Cook County,1410,1,69792.0,0.04680851063829787,0.5106382978723404,0.09078014184397164,0.01276595744680851,0.0,0.010638297872340425,0.6347517730496454,0.226,0.0255
17031450300,0.183,1,Illinois,Cook County,3615,1,55583.0,0.19114799446749653,0.006915629322268326,0.966804979253112,0.0011065006915629322,0.0,0.0019363762102351315,0.015491009681881052,0.14400000000000002,0.0
17031060400,0.028999999999999998,0,Illinois,Cook County,3370,1,183988.0,0.027596439169139467,0.9008902077151335,0.015133531157270029,0.03857566765578635,0.0011869436201780415,0.001483679525222552,0.09020771513353115,0.107,0.0
17031292500,0.18100000000000002,1,Illinois,Cook County,4140,1,42224.0,0.1214975845410628,0.008937198067632851,0.9623188405797102,0.0007246376811594203,0.000966183574879227,0.001932367149758454,0.024154589371980676,0.27699999999999997,0.0
17031071400,0.052000000000000005,0,Illinois,Cook County,4570,1,196250.0,0.11028446389496718,0.8507658643326039,0.05689277899343545,0.061487964989059084,0.0002188183807439825,0.00087527352297593,0.04682713347921225,0.16399999999999998,0.0527
17031260800,0.21100000000000002,0,Illinois,Cook County,2539,1,24787.0,0.09452540370224498,0.02205592753052383,0.9558881449389524,0.0019692792437967705,0.0,0.0027569909413154787,0.023631350925561245,0.496,0.0
17031611200,0.151,0,Illinois,Cook County,2824,1,27672.0,0.04178470254957507,0.32542492917847027,0.24858356940509915,0.008852691218130312,0.0,0.0056657223796034,0.7071529745042493,0.36200000000000004,0.038599999999999995
17031240600,0.057,0,Illinois,Cook County,1457,1,178125.0,0.03431708991077557,0.7048730267673301,0.04392587508579272,0.03088538091969801,0.0006863417982155113,0.01029512697323267,0.49965682910089226,0.08199999999999999,0.0
17031243200,0.046,0,Illinois,Cook County,2170,1,160962.0,0.05207373271889401,0.6373271889400922,0.03963133640552995,0.035023041474654376,0.0,0.004608294930875576,0.404147465437788,0.11199999999999999,0.0069
17031461000,0.249,0,Illinois,Cook County,1496,1,44615.0,0.34157754010695185,0.19919786096256684,0.6189839572192514,0.0033422459893048127,0.0,0.008689839572192513,0.34759358288770054,0.309,0.061500000000000006
17031230600,0.132,0,Illinois,Cook County,6818,1,43354.0,0.05529480786154298,0.25007333528894105,0.34834262246993253,0.0017600469345849222,0.0035200938691698444,0.011146963919037842,0.6302434731592842,0.258,0.0012
17031271400,0.171,1,Illinois,Cook County,1527,1,22500.0,0.08447937131630648,0.0275049115913556,0.9502292075965947,0.0032743942370661427,0.0006548788474132286,0.0045841519318926,0.01768172888015717,0.47200000000000003,0.0236
17031031502,0.115,0,Illinois,Cook County,4354,1,36028.0,0.08291226458429031,0.3608176389526872,0.44832338079926504,0.08084519981626091,0.0,0.004593477262287551,0.13573725310059714,0.32299999999999995,0.0
17031100200,0.086,1,Illinois,Cook County,6749,1,109294.0,0.17661875833456808,0.9210253370869759,0.004000592680397096,0.023262705586012743,0.0001481700992739665,0.0035560823825751963,0.11720254852570751,0.096,0.0236
17031250400,0.147,0,Illinois,Cook County,5887,1,42359.0,0.0901987429930355,0.059962629522677086,0.8471207745880754,0.0015287922541192458,0.001868523866145745,0.008833021912688976,0.1323254628843214,0.261,0.0
17031612100,0.187,1,Illinois,Cook County,1470,1,37143.0,0.14285714285714285,0.026530612244897958,0.9442176870748299,0.0,0.0,0.003401360544217687,0.03469387755102041,0.249,0.0
17031806103,0.08800000000000001,2,Illinois,Cook County,5238,1,103409.0,0.17124856815578465,0.8010691103474609,0.012027491408934709,0.13058419243986255,0.00038182512409316535,0.0024818633066055746,0.11626575028636885,0.036000000000000004,0.0
17031813400,0.114,0,Illinois,Cook County,7551,1,52734.0,0.05151635544960932,0.4991391868626672,0.04396768639915243,0.005164878823996822,0.002118924645742286,0.007681101840815786,0.865183419414647,0.24600000000000002,0.0
17031411200,0.071,0,Illinois,Cook County,1640,1,178571.0,0.15121951219512195,0.6963414634146341,0.07134146341463414,0.17317073170731706,0.0,0.003658536585365854,0.03597560975609756,0.2,0.0134
17031611500,0.16699999999999998,0,Illinois,Cook County,3567,1,36779.0,0.10541070927950659,0.36697504906083545,0.11241940005606953,0.005606952621250351,0.00112139052425007,0.005046257359125316,0.8416035884496776,0.381,0.045700000000000005
17031580200,0.134,1,Illinois,Cook County,3515,1,43917.0,0.05405405405405406,0.43385490753911804,0.018207681365576104,0.07823613086770982,0.0,0.008534850640113799,0.8250355618776671,0.257,0.0
17031062700,0.035,0,Illinois,Cook County,2724,1,230588.0,0.055433186490455214,0.8810572687224669,0.02092511013215859,0.038913362701908955,0.0003671071953010279,0.003671071953010279,0.08406754772393539,0.043,0.0121
17031110100,0.091,0,Illinois,Cook County,5254,1,100682.0,0.13532546631138181,0.8172820708031976,0.013513513513513514,0.07270650932622763,0.0015226494099733537,0.0043776170536733916,0.16082984392843547,0.121,0.0
17031431400,0.198,2,Illinois,Cook County,6418,1,31345.0,0.14443751947647243,0.025553131816765346,0.9426612651916485,0.004985976939856653,0.0,0.005141788719227174,0.01511374259894048,0.39799999999999996,0.079
17031243400,0.052000000000000005,0,Illinois,Cook County,3001,1,92344.0,0.05764745084971676,0.6161279573475508,0.0696434521826058,0.02999000333222259,0.004665111629456847,0.009663445518160613,0.388870376541153,0.145,0.0003
17031030900,0.063,0,Illinois,Cook County,3028,1,133710.0,0.0964332892998679,0.7318361955085865,0.03830911492734478,0.10634081902245707,0.0,0.0016512549537648614,0.2215984147952444,0.094,0.001
17031380700,0.177,0,Illinois,Cook County,1243,1,44041.0,0.1423974255832663,0.02333065164923572,0.9469026548672567,0.002413515687851971,0.0,0.0,0.02252614641995173,0.21600000000000003,0.1585
17031301702,0.126,1,Illinois,Cook County,4045,1,42733.0,0.044746600741656366,0.5223733003708282,0.003708281829419036,0.00173053152039555,0.0007416563658838071,0.021260815822002472,0.973053152039555,0.20199999999999999,0.0
17031252201,0.191,0,Illinois,Cook County,2953,1,39605.0,0.18929901794784965,0.02404334575008466,0.9661361327463597,0.0003386386725364037,0.0,0.0027091093802912294,0.012529630883846935,0.308,0.11720000000000001
17031560900,0.087,1,Illinois,Cook County,5093,1,107893.0,0.16453956410759865,0.8804241115256234,0.003730610642057726,0.004516002356175142,0.0,0.0031415668564696644,0.272334576870214,0.015,0.001
17031570300,0.10800000000000001,0,Illinois,Cook County,6116,1,50188.0,0.07995421844342708,0.5255068672334859,0.008992805755395683,0.004578155657292348,0.0,0.005722694571615435,0.7905493786788751,0.20199999999999999,0.001
17031040201,0.06,0,Illinois,Cook County,6218,1,86765.0,0.09617240270183339,0.7257960759086522,0.029591508523641043,0.1016403988420714,0.0,0.007397877130910261,0.22113219684786106,0.081,0.0003
17031191100,0.10800000000000001,0,Illinois,Cook County,7414,1,49500.0,0.05449150256271918,0.41448610736444563,0.06366333962773132,0.010655516590234691,0.0010790396547073105,0.0165902346911249,0.8802265983274885,0.16899999999999998,0.0
17031440700,0.175,1,Illinois,Cook County,1545,1,52708.0,0.1928802588996764,0.006472491909385114,0.9825242718446602,0.0,0.0,0.0,0.004530744336569579,0.1,0.0
17031221400,0.066,0,Illinois,Cook County,3020,1,87031.0,0.05596026490066225,0.6142384105960265,0.025496688741721854,0.02748344370860927,0.00033112582781456954,0.008278145695364239,0.5890728476821192,0.07,0.0
17031060300,0.035,0,Illinois,Cook County,2839,1,178913.0,0.04896090172595984,0.8837618879887285,0.017259598450158505,0.05389221556886228,0.0003522367030644593,0.0028178936245156746,0.09792180345191968,0.011000000000000001,0.0
17031150700,0.08900000000000001,1,Illinois,Cook County,4608,1,76705.0,0.10481770833333333,0.7000868055555556,0.019097222222222224,0.037543402777777776,0.00043402777777777775,0.0078125,0.4275173611111111,0.179,0.0
17031300700,0.132,0,Illinois,Cook County,5194,1,35714.0,0.04428186368887178,0.3611859838274933,0.03369272237196765,0.0013477088948787063,0.0,0.009819021948402002,0.9491721216788602,0.327,0.0
17031491000,0.198,1,Illinois,Cook County,5247,1,35598.0,0.11987802553840289,0.0036211168286639983,0.9784638841242614,0.0,0.0,0.004955212502382313,0.009719839908519153,0.486,0.0008
17031231100,0.156,0,Illinois,Cook County,1236,1,53631.0,0.1011326860841424,0.10841423948220065,0.7451456310679612,0.0008090614886731392,0.0,0.0024271844660194173,0.2605177993527508,0.294,0.0154
17031130300,0.10400000000000001,1,Illinois,Cook County,5064,1,67065.0,0.1117693522906793,0.492693522906793,0.04443127962085308,0.3088467614533965,0.0017772511848341231,0.0035545023696682463,0.21682464454976302,0.195,0.0
17031250800,0.162,1,Illinois,Cook County,2488,1,37250.0,0.10409967845659164,0.04421221864951769,0.8295819935691319,0.008440514469453377,0.00040192926045016077,0.003215434083601286,0.1579581993569132,0.332,0.0
17031300600,0.142,0,Illinois,Cook County,3212,1,50170.0,0.07254047322540473,0.3782689912826899,0.19053549190535493,0.0043586550435865505,0.0,0.015255292652552927,0.7736612702366127,0.247,0.0308
17031251800,0.20800000000000002,0,Illinois,Cook County,5112,1,30682.0,0.10289514866979656,0.004890453834115806,0.9776995305164319,0.0,0.00019561815336463224,0.002543035993740219,0.017801251956181534,0.358,0.0034999999999999996
17031282800,0.07200000000000001,1,Illinois,Cook County,1691,1,75385.0,0.06150206978119456,0.5073920756948551,0.19160260201064458,0.11827321111768184,0.0,0.005322294500295683,0.3542282672974571,0.21100000000000002,0.0
17031030701,0.084,0,Illinois,Cook County,1549,1,63393.0,0.06907682375726275,0.5338928340865075,0.26145900581020015,0.0774693350548741,0.0006455777921239509,0.004519044544867657,0.1723692704970949,0.263,0.1265
17031570200,0.11,0,Illinois,Cook County,1943,1,72973.0,0.11991765311374164,0.6042202779207411,0.008234688625836336,0.028306742151312403,0.0,0.014925373134328358,0.7509006690684509,0.22699999999999998,0.0005
17031500200,0.166,1,Illinois,Cook County,2015,1,30724.0,0.084863523573201,0.009429280397022333,0.9647642679900744,0.0009925558312655087,0.0,0.0019851116625310174,0.018858560794044667,0.37200000000000005,0.0
17031350100,0.08800000000000001,1,Illinois,Cook County,2144,1,74167.0,0.10307835820895522,0.07369402985074627,0.542910447761194,0.35074626865671643,0.0,0.0004664179104477612,0.021455223880597014,0.311,0.0
17031071000,0.023,0,Illinois,Cook County,4442,1,201719.0,0.021611886537595677,0.8574966231427285,0.04817649707339036,0.04389914452949122,0.00045024763619990995,0.0006753714542998649,0.06686177397568663,0.095,0.4165
17031671100,0.182,1,Illinois,Cook County,1259,1,31250.0,0.11199364575059571,0.009531374106433678,0.9745830023828436,0.0,0.0,0.0,0.017474185861795076,0.48100000000000004,0.0127
17031710300,0.182,0,Illinois,Cook County,1414,1,40000.0,0.14002828854314003,0.0021216407355021216,0.9787835926449788,0.0007072135785007072,0.0,0.0007072135785007072,0.01768033946251768,0.342,0.0
17031670200,0.184,1,Illinois,Cook County,1380,1,31528.0,0.09855072463768116,0.005797101449275362,0.9659420289855073,0.0014492753623188406,0.0,0.0,0.02463768115942029,0.517,0.0
17031820700,0.095,1,Illinois,Cook County,6786,1,69436.0,0.127763041556145,0.6780135573239021,0.024609490126731505,0.01488358384910109,0.0007368110816386678,0.004715590922487474,0.5086943707633362,0.06,0.0063
17031804510,0.09300000000000001,1,Illinois,Cook County,6145,1,58523.0,0.05451586655817738,0.6493083807973963,0.03563873067534581,0.028641171684296175,0.00016273393002441008,0.0209926769731489,0.7596419853539463,0.14300000000000002,0.0
17031804102,0.078,2,Illinois,Cook County,6993,1,147206.0,0.16201916201916203,0.8717288717288717,0.00572000572000572,0.10567710567710567,0.000286000286000286,0.001001001001001001,0.030459030459030458,0.015,0.0116
17031805111,0.076,1,Illinois,Cook County,7027,1,63512.0,0.09420805464636403,0.6442294008823111,0.051800199231535504,0.16521986623025472,0.0007115411982353779,0.006973103742706703,0.250462501778853,0.08,0.0
17031819500,0.09,1,Illinois,Cook County,3212,1,117109.0,0.17216687422166874,0.7213574097135741,0.1917808219178082,0.012764632627646327,0.0,0.001556662515566625,0.10678704856787048,0.08,0.052300000000000006
17031821700,0.079,1,Illinois,Cook County,4889,1,105863.0,0.1313151973818777,0.8465943955819186,0.10758846389854776,0.006545305788504807,0.0,0.0016363264471262017,0.07056657803231745,0.031,0.0
17031804711,0.075,1,Illinois,Cook County,7442,1,71955.0,0.07094866971244289,0.5478366030636925,0.08653587745229777,0.24469228701961837,0.0010749798441279225,0.0032249395323837677,0.2167428110722924,0.102,0.0
17031650302,0.11800000000000001,0,Illinois,Cook County,4344,1,47328.0,0.06376611418047883,0.5283149171270718,0.0315377532228361,0.002992633517495396,0.00023020257826887662,0.007826887661141806,0.8535911602209945,0.175,0.0
17031811600,0.095,1,Illinois,Cook County,6213,1,58438.0,0.11298889425398358,0.8139385160148077,0.017382906808305166,0.054241107355544826,0.0,0.005150490906164494,0.25140833735715434,0.184,0.0002
17031560700,0.10099999999999999,0,Illinois,Cook County,3484,1,72833.0,0.1182548794489093,0.7626291618828932,0.011768082663605052,0.010332950631458095,0.0,0.006601607347876005,0.5031572904707233,0.122,0.0011
17031380100,0.22,0,Illinois,Cook County,1924,1,38063.0,0.19542619542619544,0.033264033264033266,0.9287941787941788,0.002598752598752599,0.0,0.0010395010395010396,0.028586278586278588,0.39399999999999996,0.0005
17031242000,0.07,0,Illinois,Cook County,4565,1,125667.0,0.11522453450164294,0.5824753559693319,0.1864184008762322,0.0343921139101862,0.0,0.005038335158817087,0.29967141292442495,0.175,0.0576
17031823703,0.1,1,Illinois,Cook County,7940,1,54772.0,0.11234256926952141,0.8541561712846347,0.0181360201511335,0.042821158690176324,0.00012594458438287153,0.0020151133501259445,0.11851385390428211,0.29,0.0
17031804506,0.079,2,Illinois,Cook County,5461,1,109803.0,0.123054385643655,0.7548068119392053,0.03625709577000549,0.15876213147775134,0.00018311664530305805,0.0025636330342428126,0.08734663980955869,0.012,0.0106
17031823302,0.106,1,Illinois,Cook County,5794,1,55357.0,0.12098722816706939,0.562133241284087,0.29133586468760786,0.018812564722126338,0.00017259233690024162,0.0037970314118053157,0.22454263030721436,0.102,0.0
17031824119,0.08,2,Illinois,Cook County,5675,1,124926.0,0.14748898678414096,0.9099559471365639,0.014977973568281937,0.04740088105726872,0.0001762114537444934,0.0003524229074889868,0.05303964757709251,0.032,0.0
17031807200,0.09699999999999999,1,Illinois,Cook County,5912,1,108657.0,0.15375507442489852,0.5735791610284168,0.1175575101488498,0.24374154262516914,0.0005074424898511502,0.0010148849797023004,0.09133964817320704,0.051,0.0024
17031770300,0.076,2,Illinois,Cook County,7313,1,86822.0,0.1376999863257213,0.8757008067824422,0.012443593600437577,0.05551757144810611,0.0,0.003555312457267879,0.10789005879939834,0.023,0.0
17031671900,0.182,0,Illinois,Cook County,1378,1,53125.0,0.1509433962264151,0.0021770682148040637,0.978955007256894,0.0,0.0,0.000725689404934688,0.013062409288824383,0.182,0.0
17031681100,0.18899999999999997,0,Illinois,Cook County,3517,1,26953.0,0.11686096104634631,0.0031276656241114587,0.9792436735854422,0.0,0.0,0.0025589991470002845,0.009098663633778788,0.43799999999999994,0.0043
17031819300,0.079,1,Illinois,Cook County,2693,1,82672.0,0.11845525436316376,0.8897140735239509,0.02116598588934274,0.014481990345339769,0.0,0.001856665428889714,0.1845525436316376,0.071,0.0007000000000000001
17031808302,0.09,1,Illinois,Cook County,3934,1,102994.0,0.1942043721403152,0.6273512963904423,0.021860701576004067,0.28851042196237925,0.0012709710218607015,0.002287747839349263,0.07346212506354854,0.034,0.0
17031821200,0.125,1,Illinois,Cook County,6003,1,59607.0,0.08512410461435949,0.3110111610861236,0.4715975345660503,0.0034982508745627187,0.0001665833749791771,0.004997501249375313,0.38664001332667,0.18600000000000003,0.0005
17031711500,0.188,1,Illinois,Cook County,2539,1,47198.0,0.17762898779046868,0.005120126033871603,0.9870027569909413,0.0,0.0,0.0007877116975187081,0.005907837731390311,0.259,0.0
17031805600,0.069,1,Illinois,Cook County,4511,1,153750.0,0.12547107071602748,0.9632010640656173,0.002881844380403458,0.018842828641099534,0.0,0.00022168033695411216,0.03436045222788739,0.024,0.0
17031804716,0.081,1,Illinois,Cook County,5490,1,97445.0,0.07067395264116576,0.5794171220400729,0.03570127504553734,0.30601092896174864,0.0,0.0018214936247723133,0.19216757741347906,0.044000000000000004,0.0
17031670300,0.16899999999999998,1,Illinois,Cook County,1411,1,34375.0,0.09780297661233169,0.024096385542168676,0.9369241672572644,0.003543586109142452,0.0007087172218284905,0.0007087172218284905,0.03614457831325301,0.396,0.031200000000000002
17031804705,0.081,2,Illinois,Cook County,3976,1,79299.0,0.09280684104627766,0.6066398390342053,0.08174044265593561,0.20598591549295775,0.0,0.003772635814889336,0.17756539235412475,0.07200000000000001,0.0
17031260100,0.213,0,Illinois,Cook County,1248,1,34688.0,0.1362179487179487,0.016826923076923076,0.9463141025641025,0.0008012820512820513,0.0,0.004006410256410256,0.03926282051282051,0.508,0.0
17031590600,0.106,0,Illinois,Cook County,3564,1,43700.0,0.07968574635241302,0.5395622895622896,0.016835016835016835,0.05695847362514029,0.0005611672278338945,0.007575757575757576,0.7483164983164983,0.183,0.0
17031510100,0.146,1,Illinois,Cook County,3530,1,43482.0,0.11841359773371105,0.4869688385269122,0.0773371104815864,0.0033994334277620396,0.00028328611898016995,0.01671388101983003,0.806798866855524,0.23600000000000002,0.0167
17031130100,0.14,1,Illinois,Cook County,5133,1,86420.0,0.35671147477108905,0.6610169491525424,0.009935710111046173,0.2756672511202026,0.0003896356906292616,0.0013637249172024158,0.06857588155075005,0.131,0.0538
17031070103,0.027999999999999997,0,Illinois,Cook County,1709,1,68958.0,0.04622586307782329,0.826214160327677,0.03218256290228204,0.10122878876535986,0.0,0.004095962551199532,0.05441778818022235,0.10099999999999999,0.0
17031610300,0.126,0,Illinois,Cook County,5658,1,45273.0,0.041003888299752565,0.391304347826087,0.05054789678331566,0.016967126193001062,0.0,0.014492753623188406,0.8766348533050548,0.295,0.0
17031430500,0.21,0,Illinois,Cook County,3604,1,19142.0,0.11348501664816871,0.007491675915649278,0.9750277469478358,0.0005549389567147614,0.0002774694783573807,0.000832408435072142,0.013873473917869035,0.586,0.0011
17031151200,0.096,0,Illinois,Cook County,3884,1,77931.0,0.1300205973223481,0.7492276004119465,0.010298661174047374,0.052008238928939236,0.0,0.009783728115345005,0.391091658084449,0.09699999999999999,0.0
17031520300,0.125,0,Illinois,Cook County,6215,1,47563.0,0.08222043443282381,0.5275945293644408,0.022847948511665325,0.0019308125502815769,0.0,0.008527755430410297,0.8530973451327434,0.27699999999999997,0.0
17031340600,0.28600000000000003,1,Illinois,Cook County,907,1,15645.0,0.17199558985667035,0.0011025358324145535,0.9911797133406836,0.0,0.0,0.0,0.0011025358324145535,0.618,0.0
17031210400,0.10800000000000001,0,Illinois,Cook County,3035,1,54375.0,0.09093904448105436,0.6128500823723229,0.02471169686985173,0.021087314662273475,0.0,0.0069192751235584845,0.7495881383855024,0.23600000000000002,0.0138
17031051100,0.038,1,Illinois,Cook County,1556,1,182750.0,0.043059125964010285,0.87853470437018,0.02056555269922879,0.037275064267352186,0.0006426735218508997,0.0,0.11118251928020566,0.033,0.0
17031817500,0.163,2,Illinois,Cook County,3623,1,54118.0,0.13745514766767872,0.07231576041954181,0.804305823902843,0.0022081148219707425,0.0,0.0019321004692243997,0.1611923820038642,0.188,0.0086
17031806501,0.10099999999999999,0,Illinois,Cook County,2773,1,62900.0,0.09484313018391634,0.5203750450775334,0.04038946988820772,0.20735665344392354,0.0003606202668589975,0.013342949873782907,0.42156509195816805,0.151,0.0007000000000000001
17031802607,0.083,1,Illinois,Cook County,1444,1,113875.0,0.157202216066482,0.9321329639889196,0.0034626038781163434,0.04085872576177285,0.0,0.0,0.05124653739612189,0.025,0.0
17031711300,0.162,0,Illinois,Cook County,1626,1,64286.0,0.14514145141451415,0.007995079950799507,0.9692496924969249,0.0012300123001230013,0.0,0.0012300123001230013,0.011685116851168511,0.239,0.028300000000000002
17031821101,0.107,2,Illinois,Cook County,4784,1,65156.0,0.14005016722408026,0.8053929765886287,0.029055183946488296,0.041596989966555184,0.00020903010033444816,0.004807692307692308,0.262123745819398,0.146,0.030899999999999997
17031640800,0.095,0,Illinois,Cook County,1716,1,58869.0,0.08624708624708624,0.5495337995337995,0.030885780885780884,0.01282051282051282,0.0011655011655011655,0.004662004662004662,0.7476689976689976,0.125,0.0
17031802504,0.09300000000000001,1,Illinois,Cook County,6601,1,89091.0,0.1225571883048023,0.6492955612785941,0.015603696409634904,0.07801848204817452,0.0,0.013634297833661567,0.4093319194061506,0.06,0.0276
17031808200,0.106,1,Illinois,Cook County,5196,1,81797.0,0.2045804464973056,0.7070823710546574,0.01424172440338722,0.2272902232486528,0.0007698229407236335,0.00038491147036181676,0.06543494996150885,0.08800000000000001,0.0006
17031818800,0.066,1,Illinois,Cook County,5556,1,99911.0,0.11771058315334773,0.9166666666666666,0.012958963282937365,0.013498920086393088,0.0,0.002339812814974802,0.1285097192224622,0.02,0.0014000000000000002
17031804611,0.08,1,Illinois,Cook County,4359,1,112934.0,0.1610461114934618,0.8352833218628126,0.019499885294792383,0.11126405138793301,0.0,0.001605872906629961,0.04679972470750172,0.021,0.0
17031801601,0.08900000000000001,2,Illinois,Cook County,4234,1,148295.0,0.25177137458667925,0.8667926310817194,0.0030703826169107226,0.11738308927727917,0.00023618327822390176,0.0,0.029050543221539916,0.052000000000000005,0.032400000000000005
17031822701,0.09699999999999999,1,Illinois,Cook County,4181,1,71544.0,0.22099976082276968,0.7859363788567328,0.11337000717531691,0.02391772303276728,0.0,0.0035876584549150922,0.16670652953838794,0.066,0.0
17031801200,0.076,1,Illinois,Cook County,3547,1,250001.0,0.22441499859035804,0.955737242740344,0.004510854243022272,0.02762898223851142,0.0,0.0,0.013250634338877925,0.031,0.0003
17031730500,0.191,2,Illinois,Cook County,4388,1,62164.0,0.20100273473108476,0.005013673655423883,0.9804010938924339,0.0009115770282588879,0.0,0.005013673655423883,0.012989972652689152,0.19899999999999998,0.0007000000000000001
17031170500,0.08199999999999999,1,Illinois,Cook County,4980,1,94907.0,0.13855421686746988,0.8819277108433735,0.008433734939759036,0.02248995983935743,0.002008032128514056,0.003815261044176707,0.19236947791164657,0.059000000000000004,0.0
